id,target
230959,1
230960,0
230961,0
230962,1
230963,1
230964,0
230965,0
230966,0
230967,0
230968,0
230969,0
230970,0
230971,0
230972,1
230973,0
230974,0
230975,0
230976,0
230977,0
230978,0
230979,0
230980,0
230981,0
230982,0
230983,0
230984,1
230985,0
230986,0
230987,0
230988,0
230989,0
230990,1
230991,0
230992,0
230993,0
230994,0
230995,1
230996,0
230997,0
230998,0
230999,0
231000,1
231001,0
231002,0
231003,0
231004,0
231005,0
231006,0
231007,0
231008,1
231009,0
231010,0
231011,0
231012,0
231013,0
231014,0
231015,0
231016,1
231017,0
231018,0
231019,0
231020,0
231021,0
231022,0
231023,0
231024,0
231025,0
231026,0
231027,0
231028,0
231029,0
231030,0
231031,0
231032,0
231033,0
231034,0
231035,0
231036,0
231037,0
231038,0
231039,0
231040,0
231041,0
231042,0
231043,0
231044,0
231045,0
231046,0
231047,0
231048,0
231049,0
231050,0
231051,1
231052,1
231053,1
231054,0
231055,0
231056,0
231057,0
231058,0
231059,0
231060,0
231061,0
231062,0
231063,1
231064,0
231065,0
231066,0
231067,0
231068,1
231069,0
231070,0
231071,0
231072,1
231073,0
231074,0
231075,0
231076,0
231077,0
231078,0
231079,0
231080,0
231081,0
231082,0
231083,0
231084,1
231085,0
231086,0
231087,0
231088,0
231089,1
231090,0
231091,0
231092,0
231093,0
231094,0
231095,0
231096,0
231097,1
231098,1
231099,1
231100,0
231101,0
231102,0
231103,0
231104,0
231105,0
231106,0
231107,0
231108,1
231109,0
231110,0
231111,0
231112,0
231113,0
231114,0
231115,1
231116,1
231117,0
231118,0
231119,0
231120,0
231121,0
231122,0
231123,0
231124,0
231125,0
231126,0
231127,0
231128,0
231129,1
231130,0
231131,1
231132,0
231133,0
231134,0
231135,1
231136,0
231137,0
231138,0
231139,0
231140,1
231141,0
231142,0
231143,0
231144,0
231145,0
231146,1
231147,0
231148,0
231149,0
231150,0
231151,0
231152,0
231153,0
231154,0
231155,1
231156,0
231157,1
231158,0
231159,0
231160,0
231161,0
231162,1
231163,0
231164,0
231165,1
231166,0
231167,1
231168,0
231169,0
231170,0
231171,0
231172,0
231173,1
231174,1
231175,1
231176,1
231177,0
231178,0
231179,0
231180,0
231181,0
231182,0
231183,0
231184,0
231185,1
231186,0
231187,0
231188,0
231189,0
231190,0
231191,1
231192,0
231193,1
231194,0
231195,0
231196,0
231197,0
231198,0
231199,0
231200,0
231201,1
231202,0
231203,0
231204,0
231205,0
231206,0
231207,0
231208,1
231209,0
231210,0
231211,0
231212,1
231213,0
231214,1
231215,0
231216,0
231217,0
231218,1
231219,1
231220,0
231221,0
231222,0
231223,0
231224,0
231225,1
231226,0
231227,0
231228,0
231229,0
231230,0
231231,1
231232,0
231233,0
231234,0
231235,0
231236,0
231237,1
231238,0
231239,0
231240,0
231241,0
231242,0
231243,0
231244,0
231245,0
231246,1
231247,0
231248,1
231249,1
231250,0
231251,1
231252,0
231253,0
231254,0
231255,0
231256,1
231257,0
231258,0
231259,0
231260,0
231261,1
231262,1
231263,0
231264,0
231265,0
231266,0
231267,0
231268,1
231269,0
231270,0
231271,1
231272,0
231273,0
231274,1
231275,0
231276,0
231277,0
231278,0
231279,0
231280,0
231281,0
231282,1
231283,0
231284,0
231285,0
231286,1
231287,0
231288,0
231289,0
231290,0
231291,1
231292,1
231293,1
231294,1
231295,0
231296,0
231297,0
231298,0
231299,1
231300,0
231301,0
231302,0
231303,0
231304,1
231305,0
231306,0
231307,0
231308,0
231309,0
231310,0
231311,0
231312,0
231313,0
231314,0
231315,0
231316,0
231317,0
231318,0
231319,1
231320,0
231321,0
231322,1
231323,0
231324,0
231325,0
231326,0
231327,0
231328,0
231329,0
231330,0
231331,0
231332,0
231333,0
231334,0
231335,0
231336,0
231337,0
231338,0
231339,1
231340,0
231341,0
231342,0
231343,0
231344,0
231345,0
231346,0
231347,0
231348,0
231349,0
231350,0
231351,0
231352,0
231353,0
231354,0
231355,0
231356,0
231357,1
231358,0
231359,0
231360,0
231361,0
231362,0
231363,0
231364,0
231365,1
231366,1
231367,0
231368,0
231369,0
231370,0
231371,0
231372,0
231373,0
231374,0
231375,0
231376,0
231377,0
231378,0
231379,0
231380,0
231381,0
231382,0
231383,0
231384,0
231385,0
231386,0
231387,0
231388,0
231389,0
231390,1
231391,0
231392,0
231393,0
231394,1
231395,0
231396,0
231397,0
231398,0
231399,0
231400,1
231401,1
231402,0
231403,1
231404,0
231405,1
231406,0
231407,0
231408,0
231409,1
231410,0
231411,0
231412,0
231413,0
231414,1
231415,0
231416,0
231417,0
231418,0
231419,1
231420,0
231421,0
231422,0
231423,0
231424,0
231425,1
231426,0
231427,0
231428,0
231429,0
231430,0
231431,0
231432,0
231433,0
231434,0
231435,1
231436,0
231437,0
231438,0
231439,0
231440,0
231441,1
231442,0
231443,0
231444,0
231445,1
231446,0
231447,0
231448,1
231449,1
231450,0
231451,0
231452,0
231453,1
231454,0
231455,0
231456,0
231457,0
231458,0
231459,1
231460,1
231461,1
231462,0
231463,0
231464,0
231465,1
231466,1
231467,0
231468,0
231469,1
231470,0
231471,0
231472,1
231473,1
231474,0
231475,0
231476,1
231477,0
231478,0
231479,0
231480,1
231481,1
231482,0
231483,0
231484,0
231485,0
231486,1
231487,0
231488,0
231489,0
231490,0
231491,0
231492,1
231493,0
231494,1
231495,0
231496,0
231497,0
231498,0
231499,0
231500,0
231501,0
231502,0
231503,0
231504,1
231505,0
231506,1
231507,0
231508,0
231509,0
231510,0
231511,0
231512,0
231513,0
231514,0
231515,1
231516,0
231517,0
231518,0
231519,1
231520,0
231521,1
231522,0
231523,0
231524,0
231525,1
231526,1
231527,1
231528,0
231529,0
231530,0
231531,1
231532,0
231533,1
231534,1
231535,0
231536,1
231537,0
231538,0
231539,0
231540,0
231541,1
231542,1
231543,0
231544,0
231545,1
231546,0
231547,0
231548,0
231549,0
231550,1
231551,0
231552,0
231553,0
231554,0
231555,0
231556,1
231557,0
231558,0
231559,0
231560,1
231561,0
231562,0
231563,0
231564,0
231565,0
231566,0
231567,0
231568,0
231569,1
231570,0
231571,0
231572,0
231573,0
231574,1
231575,1
231576,0
231577,0
231578,1
231579,0
231580,0
231581,0
231582,0
231583,1
231584,0
231585,0
231586,0
231587,1
231588,0
231589,0
231590,1
231591,0
231592,1
231593,0
231594,0
231595,0
231596,0
231597,0
231598,0
231599,0
231600,0
231601,0
231602,0
231603,0
231604,0
231605,0
231606,0
231607,0
231608,0
231609,0
231610,0
231611,0
231612,0
231613,0
231614,1
231615,0
231616,0
231617,0
231618,0
231619,0
231620,0
231621,0
231622,0
231623,0
231624,0
231625,0
231626,0
231627,0
231628,0
231629,0
231630,0
231631,0
231632,0
231633,0
231634,0
231635,0
231636,0
231637,0
231638,0
231639,1
231640,0
231641,0
231642,0
231643,0
231644,0
231645,0
231646,0
231647,0
231648,0
231649,0
231650,0
231651,0
231652,0
231653,0
231654,0
231655,0
231656,0
231657,0
231658,0
231659,0
231660,0
231661,0
231662,0
231663,0
231664,0
231665,0
231666,1
231667,0
231668,1
231669,0
231670,1
231671,0
231672,0
231673,0
231674,0
231675,0
231676,1
231677,0
231678,0
231679,0
231680,0
231681,1
231682,0
231683,0
231684,0
231685,0
231686,0
231687,1
231688,0
231689,0
231690,0
231691,0
231692,0
231693,0
231694,0
231695,0
231696,1
231697,0
231698,0
231699,0
231700,0
231701,0
231702,0
231703,1
231704,1
231705,1
231706,1
231707,0
231708,0
231709,0
231710,0
231711,0
231712,0
231713,0
231714,0
231715,0
231716,0
231717,0
231718,0
231719,0
231720,0
231721,0
231722,1
231723,0
231724,0
231725,0
231726,0
231727,0
231728,0
231729,0
231730,0
231731,0
231732,0
231733,0
231734,1
231735,0
231736,0
231737,0
231738,0
231739,1
231740,0
231741,0
231742,0
231743,0
231744,0
231745,0
231746,0
231747,0
231748,0
231749,0
231750,0
231751,0
231752,0
231753,0
231754,0
231755,0
231756,0
231757,0
231758,0
231759,0
231760,0
231761,0
231762,0
231763,1
231764,0
231765,1
231766,0
231767,0
231768,0
231769,0
231770,0
231771,0
231772,0
231773,1
231774,0
231775,0
231776,0
231777,0
231778,0
231779,0
231780,1
231781,0
231782,0
231783,0
231784,1
231785,1
231786,0
231787,1
231788,0
231789,0
231790,0
231791,0
231792,0
231793,0
231794,1
231795,0
231796,1
231797,0
231798,0
231799,0
231800,0
231801,0
231802,0
231803,1
231804,0
231805,0
231806,0
231807,0
231808,1
231809,0
231810,0
231811,1
231812,0
231813,0
231814,0
231815,0
231816,1
231817,1
231818,0
231819,0
231820,0
231821,0
231822,0
231823,0
231824,0
231825,0
231826,1
231827,0
231828,0
231829,1
231830,0
231831,0
231832,0
231833,0
231834,0
231835,0
231836,0
231837,0
231838,0
231839,0
231840,0
231841,1
231842,1
231843,0
231844,0
231845,0
231846,0
231847,1
231848,0
231849,0
231850,0
231851,0
231852,0
231853,1
231854,0
231855,0
231856,0
231857,0
231858,1
231859,1
231860,0
231861,0
231862,0
231863,1
231864,1
231865,0
231866,0
231867,0
231868,1
231869,0
231870,0
231871,0
231872,0
231873,1
231874,0
231875,0
231876,0
231877,0
231878,0
231879,0
231880,0
231881,1
231882,0
231883,0
231884,1
231885,0
231886,0
231887,1
231888,0
231889,1
231890,0
231891,1
231892,1
231893,0
231894,0
231895,1
231896,0
231897,0
231898,0
231899,0
231900,0
231901,0
231902,0
231903,1
231904,1
231905,0
231906,0
231907,0
231908,1
231909,0
231910,0
231911,1
231912,0
231913,0
231914,0
231915,0
231916,1
231917,0
231918,0
231919,0
231920,0
231921,0
231922,0
231923,0
231924,0
231925,0
231926,0
231927,0
231928,0
231929,0
231930,0
231931,1
231932,0
231933,0
231934,1
231935,1
231936,0
231937,0
231938,0
231939,0
231940,1
231941,0
231942,0
231943,0
231944,1
231945,0
231946,0
231947,0
231948,0
231949,0
231950,0
231951,0
231952,0
231953,0
231954,0
231955,0
231956,0
231957,0
231958,0
231959,0
231960,0
231961,1
231962,0
231963,0
231964,0
231965,0
231966,0
231967,0
231968,0
231969,1
231970,0
231971,0
231972,1
231973,0
231974,0
231975,0
231976,0
231977,0
231978,1
231979,0
231980,0
231981,0
231982,0
231983,0
231984,1
231985,1
231986,0
231987,0
231988,0
231989,1
231990,0
231991,0
231992,0
231993,0
231994,0
231995,0
231996,0
231997,0
231998,0
231999,0
232000,0
232001,0
232002,0
232003,0
232004,0
232005,0
232006,0
232007,0
232008,0
232009,0
232010,1
232011,0
232012,1
232013,0
232014,1
232015,0
232016,1
232017,0
232018,0
232019,0
232020,0
232021,0
232022,1
232023,0
232024,0
232025,0
232026,1
232027,0
232028,1
232029,0
232030,0
232031,0
232032,0
232033,0
232034,0
232035,0
232036,0
232037,1
232038,0
232039,0
232040,1
232041,0
232042,1
232043,0
232044,0
232045,0
232046,0
232047,1
232048,0
232049,0
232050,0
232051,0
232052,0
232053,0
232054,0
232055,0
232056,0
232057,0
232058,0
232059,0
232060,0
232061,0
232062,0
232063,0
232064,1
232065,1
232066,0
232067,0
232068,0
232069,0
232070,1
232071,0
232072,0
232073,0
232074,0
232075,0
232076,0
232077,0
232078,0
232079,1
232080,0
232081,0
232082,1
232083,0
232084,0
232085,0
232086,0
232087,0
232088,0
232089,0
232090,0
232091,0
232092,1
232093,0
232094,0
232095,0
232096,0
232097,0
232098,1
232099,1
232100,1
232101,0
232102,1
232103,0
232104,0
232105,0
232106,0
232107,0
232108,0
232109,0
232110,1
232111,0
232112,0
232113,0
232114,0
232115,0
232116,0
232117,0
232118,0
232119,0
232120,0
232121,0
232122,0
232123,0
232124,0
232125,0
232126,0
232127,1
232128,0
232129,1
232130,0
232131,0
232132,0
232133,0
232134,0
232135,0
232136,0
232137,0
232138,0
232139,0
232140,0
232141,0
232142,0
232143,0
232144,1
232145,0
232146,0
232147,0
232148,1
232149,0
232150,1
232151,0
232152,0
232153,0
232154,0
232155,0
232156,0
232157,1
232158,1
232159,0
232160,0
232161,0
232162,0
232163,0
232164,0
232165,0
232166,0
232167,0
232168,0
232169,0
232170,0
232171,0
232172,0
232173,0
232174,0
232175,0
232176,0
232177,0
232178,0
232179,1
232180,0
232181,0
232182,0
232183,0
232184,0
232185,0
232186,0
232187,0
232188,0
232189,0
232190,1
232191,1
232192,1
232193,0
232194,0
232195,0
232196,0
232197,0
232198,0
232199,0
232200,0
232201,0
232202,0
232203,0
232204,0
232205,0
232206,0
232207,0
232208,0
232209,0
232210,0
232211,0
232212,1
232213,0
232214,0
232215,1
232216,0
232217,0
232218,1
232219,0
232220,0
232221,0
232222,0
232223,0
232224,0
232225,0
232226,0
232227,0
232228,0
232229,0
232230,0
232231,0
232232,0
232233,0
232234,0
232235,1
232236,0
232237,1
232238,0
232239,0
232240,1
232241,0
232242,0
232243,0
232244,0
232245,0
232246,1
232247,0
232248,0
232249,0
232250,0
232251,0
232252,1
232253,0
232254,0
232255,1
232256,0
232257,0
232258,0
232259,0
232260,1
232261,0
232262,0
232263,0
232264,0
232265,0
232266,0
232267,0
232268,1
232269,1
232270,0
232271,0
232272,0
232273,0
232274,0
232275,1
232276,0
232277,0
232278,0
232279,0
232280,0
232281,0
232282,0
232283,0
232284,0
232285,1
232286,0
232287,1
232288,0
232289,0
232290,0
232291,0
232292,1
232293,0
232294,0
232295,0
232296,0
232297,1
232298,0
232299,0
232300,0
232301,1
232302,0
232303,1
232304,0
232305,0
232306,0
232307,0
232308,0
232309,0
232310,0
232311,0
232312,1
232313,1
232314,0
232315,0
232316,0
232317,0
232318,0
232319,0
232320,0
232321,0
232322,0
232323,0
232324,1
232325,0
232326,0
232327,0
232328,0
232329,0
232330,1
232331,0
232332,0
232333,0
232334,0
232335,0
232336,0
232337,0
232338,1
232339,0
232340,0
232341,0
232342,0
232343,0
232344,0
232345,0
232346,0
232347,0
232348,0
232349,0
232350,0
232351,0
232352,0
232353,0
232354,0
232355,1
232356,0
232357,0
232358,0
232359,0
232360,0
232361,0
232362,0
232363,0
232364,0
232365,1
232366,1
232367,0
232368,0
232369,0
232370,0
232371,0
232372,0
232373,0
232374,0
232375,1
232376,0
232377,0
232378,0
232379,0
232380,0
232381,0
232382,0
232383,1
232384,1
232385,0
232386,0
232387,0
232388,0
232389,0
232390,1
232391,0
232392,0
232393,0
232394,1
232395,0
232396,0
232397,0
232398,1
232399,0
232400,1
232401,1
232402,0
232403,0
232404,0
232405,0
232406,0
232407,0
232408,0
232409,0
232410,0
232411,0
232412,0
232413,0
232414,0
232415,0
232416,0
232417,0
232418,0
232419,0
232420,0
232421,0
232422,0
232423,0
232424,0
232425,0
232426,0
232427,0
232428,1
232429,0
232430,1
232431,0
232432,0
232433,0
232434,0
232435,0
232436,0
232437,0
232438,0
232439,0
232440,0
232441,0
232442,0
232443,0
232444,0
232445,0
232446,0
232447,0
232448,0
232449,1
232450,0
232451,0
232452,0
232453,1
232454,0
232455,0
232456,0
232457,0
232458,0
232459,1
232460,0
232461,0
232462,0
232463,0
232464,0
232465,0
232466,0
232467,0
232468,1
232469,0
232470,0
232471,0
232472,1
232473,0
232474,1
232475,0
232476,0
232477,0
232478,0
232479,1
232480,0
232481,0
232482,1
232483,0
232484,0
232485,0
232486,1
232487,0
232488,0
232489,0
232490,0
232491,0
232492,0
232493,0
232494,0
232495,0
232496,0
232497,0
232498,0
232499,0
232500,1
232501,0
232502,0
232503,1
232504,0
232505,0
232506,0
232507,0
232508,0
232509,1
232510,1
232511,1
232512,0
232513,0
232514,1
232515,0
232516,0
232517,0
232518,0
232519,0
232520,0
232521,1
232522,0
232523,0
232524,0
232525,0
232526,0
232527,0
232528,0
232529,1
232530,1
232531,0
232532,0
232533,1
232534,1
232535,0
232536,0
232537,0
232538,0
232539,0
232540,0
232541,0
232542,1
232543,1
232544,0
232545,0
232546,1
232547,0
232548,0
232549,0
232550,0
232551,1
232552,0
232553,0
232554,0
232555,0
232556,0
232557,0
232558,0
232559,1
232560,0
232561,0
232562,0
232563,0
232564,0
232565,0
232566,0
232567,0
232568,0
232569,0
232570,0
232571,1
232572,0
232573,0
232574,0
232575,0
232576,0
232577,1
232578,0
232579,0
232580,0
232581,0
232582,0
232583,0
232584,1
232585,0
232586,0
232587,0
232588,0
232589,1
232590,0
232591,1
232592,0
232593,0
232594,0
232595,0
232596,0
232597,1
232598,0
232599,0
232600,0
232601,0
232602,0
232603,0
232604,0
232605,0
232606,0
232607,1
232608,0
232609,0
232610,0
232611,1
232612,0
232613,0
232614,0
232615,1
232616,0
232617,0
232618,0
232619,0
232620,0
232621,0
232622,0
232623,0
232624,0
232625,1
232626,0
232627,0
232628,0
232629,0
232630,0
232631,0
232632,0
232633,0
232634,0
232635,0
232636,0
232637,1
232638,0
232639,0
232640,0
232641,1
232642,0
232643,0
232644,0
232645,1
232646,0
232647,0
232648,0
232649,1
232650,0
232651,0
232652,0
232653,0
232654,0
232655,0
232656,0
232657,0
232658,0
232659,1
232660,0
232661,0
232662,1
232663,1
232664,0
232665,0
232666,0
232667,0
232668,0
232669,0
232670,0
232671,0
232672,0
232673,0
232674,0
232675,0
232676,0
232677,0
232678,0
232679,0
232680,0
232681,0
232682,0
232683,0
232684,0
232685,0
232686,0
232687,1
232688,0
232689,0
232690,0
232691,0
232692,0
232693,0
232694,0
232695,0
232696,0
232697,0
232698,1
232699,0
232700,0
232701,0
232702,0
232703,0
232704,0
232705,0
232706,0
232707,0
232708,1
232709,0
232710,0
232711,0
232712,0
232713,0
232714,0
232715,0
232716,0
232717,0
232718,1
232719,0
232720,1
232721,0
232722,0
232723,0
232724,0
232725,0
232726,1
232727,0
232728,1
232729,0
232730,1
232731,1
232732,0
232733,0
232734,0
232735,0
232736,1
232737,0
232738,0
232739,1
232740,0
232741,0
232742,0
232743,1
232744,0
232745,0
232746,0
232747,0
232748,0
232749,1
232750,0
232751,0
232752,0
232753,0
232754,0
232755,0
232756,1
232757,0
232758,1
232759,0
232760,0
232761,0
232762,0
232763,0
232764,0
232765,0
232766,1
232767,0
232768,0
232769,0
232770,0
232771,0
232772,0
232773,0
232774,0
232775,0
232776,0
232777,0
232778,1
232779,1
232780,1
232781,0
232782,0
232783,0
232784,0
232785,0
232786,0
232787,0
232788,0
232789,0
232790,0
232791,0
232792,0
232793,1
232794,0
232795,0
232796,0
232797,0
232798,0
232799,1
232800,0
232801,0
232802,0
232803,0
232804,0
232805,1
232806,0
232807,0
232808,0
232809,0
232810,0
232811,0
232812,0
232813,1
232814,0
232815,1
232816,0
232817,1
232818,0
232819,0
232820,0
232821,0
232822,0
232823,0
232824,0
232825,0
232826,1
232827,1
232828,1
232829,0
232830,0
232831,0
232832,0
232833,0
232834,0
232835,0
232836,0
232837,0
232838,0
232839,0
232840,0
232841,0
232842,0
232843,0
232844,0
232845,0
232846,0
232847,0
232848,1
232849,0
232850,0
232851,0
232852,0
232853,1
232854,0
232855,0
232856,0
232857,0
232858,0
232859,0
232860,0
232861,0
232862,0
232863,0
232864,0
232865,0
232866,0
232867,0
232868,0
232869,0
232870,0
232871,1
232872,0
232873,0
232874,0
232875,0
232876,0
232877,0
232878,0
232879,0
232880,0
232881,0
232882,0
232883,0
232884,0
232885,0
232886,0
232887,0
232888,1
232889,0
232890,1
232891,0
232892,0
232893,1
232894,0
232895,0
232896,0
232897,1
232898,0
232899,1
232900,0
232901,0
232902,0
232903,1
232904,0
232905,0
232906,1
232907,0
232908,0
232909,1
232910,0
232911,0
232912,0
232913,1
232914,0
232915,1
232916,0
232917,0
232918,0
232919,0
232920,0
232921,0
232922,1
232923,0
232924,0
232925,0
232926,0
232927,0
232928,0
232929,0
232930,0
232931,0
232932,0
232933,0
232934,0
232935,0
232936,0
232937,0
232938,1
232939,0
232940,1
232941,0
232942,0
232943,0
232944,0
232945,1
232946,0
232947,0
232948,0
232949,1
232950,0
232951,0
232952,0
232953,0
232954,0
232955,1
232956,0
232957,0
232958,0
232959,0
232960,0
232961,0
232962,1
232963,0
232964,0
232965,0
232966,0
232967,0
232968,0
232969,0
232970,0
232971,0
232972,1
232973,0
232974,1
232975,1
232976,1
232977,0
232978,0
232979,0
232980,0
232981,1
232982,0
232983,0
232984,0
232985,0
232986,0
232987,0
232988,0
232989,0
232990,0
232991,0
232992,0
232993,0
232994,0
232995,0
232996,0
232997,0
232998,0
232999,0
233000,1
233001,0
233002,1
233003,1
233004,0
233005,1
233006,0
233007,0
233008,0
233009,0
233010,0
233011,0
233012,1
233013,1
233014,1
233015,0
233016,0
233017,0
233018,0
233019,0
233020,0
233021,0
233022,0
233023,0
233024,0
233025,0
233026,0
233027,0
233028,0
233029,0
233030,0
233031,1
233032,0
233033,0
233034,0
233035,0
233036,1
233037,0
233038,0
233039,0
233040,0
233041,0
233042,0
233043,0
233044,0
233045,0
233046,0
233047,1
233048,1
233049,0
233050,0
233051,0
233052,0
233053,0
233054,1
233055,1
233056,0
233057,1
233058,0
233059,0
233060,0
233061,0
233062,0
233063,0
233064,1
233065,0
233066,0
233067,0
233068,0
233069,0
233070,0
233071,0
233072,0
233073,0
233074,0
233075,0
233076,0
233077,0
233078,0
233079,0
233080,1
233081,0
233082,0
233083,1
233084,1
233085,0
233086,0
233087,0
233088,0
233089,0
233090,0
233091,0
233092,0
233093,0
233094,1
233095,0
233096,0
233097,0
233098,0
233099,0
233100,0
233101,0
233102,0
233103,0
233104,0
233105,0
233106,1
233107,0
233108,0
233109,0
233110,0
233111,0
233112,1
233113,0
233114,0
233115,0
233116,0
233117,0
233118,0
233119,0
233120,1
233121,0
233122,0
233123,0
233124,0
233125,0
233126,0
233127,0
233128,0
233129,1
233130,0
233131,0
233132,0
233133,0
233134,0
233135,0
233136,0
233137,1
233138,0
233139,1
233140,0
233141,0
233142,0
233143,0
233144,0
233145,1
233146,0
233147,0
233148,1
233149,0
233150,0
233151,0
233152,0
233153,0
233154,0
233155,0
233156,0
233157,0
233158,0
233159,0
233160,0
233161,0
233162,0
233163,1
233164,0
233165,0
233166,0
233167,0
233168,0
233169,0
233170,1
233171,0
233172,0
233173,0
233174,0
233175,0
233176,0
233177,0
233178,1
233179,0
233180,0
233181,0
233182,0
233183,0
233184,1
233185,1
233186,0
233187,0
233188,0
233189,1
233190,1
233191,0
233192,0
233193,0
233194,0
233195,0
233196,0
233197,0
233198,0
233199,0
233200,1
233201,0
233202,0
233203,0
233204,0
233205,0
233206,1
233207,0
233208,0
233209,1
233210,1
233211,0
233212,0
233213,0
233214,0
233215,0
233216,1
233217,0
233218,0
233219,0
233220,0
233221,0
233222,0
233223,0
233224,0
233225,0
233226,0
233227,0
233228,0
233229,0
233230,0
233231,0
233232,0
233233,0
233234,0
233235,0
233236,0
233237,0
233238,0
233239,0
233240,0
233241,0
233242,0
233243,0
233244,0
233245,0
233246,0
233247,0
233248,0
233249,0
233250,1
233251,0
233252,0
233253,0
233254,0
233255,0
233256,1
233257,0
233258,1
233259,0
233260,1
233261,1
233262,1
233263,0
233264,0
233265,0
233266,0
233267,1
233268,0
233269,0
233270,1
233271,0
233272,0
233273,0
233274,1
233275,0
233276,0
233277,1
233278,0
233279,0
233280,0
233281,0
233282,0
233283,0
233284,0
233285,1
233286,1
233287,0
233288,0
233289,0
233290,1
233291,0
233292,0
233293,0
233294,0
233295,0
233296,0
233297,0
233298,0
233299,1
233300,0
233301,0
233302,0
233303,0
233304,0
233305,0
233306,0
233307,1
233308,0
233309,0
233310,1
233311,0
233312,0
233313,0
233314,0
233315,1
233316,0
233317,0
233318,0
233319,0
233320,0
233321,1
233322,0
233323,0
233324,0
233325,1
233326,0
233327,1
233328,0
233329,0
233330,0
233331,0
233332,1
233333,0
233334,0
233335,0
233336,1
233337,0
233338,0
233339,0
233340,1
233341,1
233342,0
233343,0
233344,0
233345,0
233346,0
233347,0
233348,0
233349,0
233350,0
233351,1
233352,1
233353,0
233354,0
233355,0
233356,0
233357,0
233358,0
233359,0
233360,0
233361,0
233362,0
233363,0
233364,0
233365,0
233366,0
233367,0
233368,0
233369,0
233370,1
233371,0
233372,0
233373,0
233374,0
233375,0
233376,0
233377,1
233378,0
233379,0
